
mass,b,c,reference_area,Ixx,Ixy,Ixz,Iyx,Iyy,Iyz,Izx,Izy,Izz,xcg,ycg,zcg
461.679,1.24,3.29,2.52,28.8129,0.0908,24.7562,0.0908,531.8024,-0.0034,24.7562,-0.0034,541.5635,1.4819001244154,-9.95408121379177e-05,-0.00830995023165445
