
mass,b,c,reference_area,Ixx,Ixy,Ixz,Iyx,Iyy,Iyz,Izx,Izy,Izz,xcg,ycg,zcg
400.0,1.1,4.0,2.5,25.847,-0.14,25.041,-0.14,301.83,-0.081,25.041,-0.081,310.99,1.2,0,0.242

