,ALPHA_DEG,BETA_DEG,MACH,CA,CN,CY,CLL,CM,CLN,XCP,ZCP
2205,5,3,7.0,0.0535098,0.208161,-0.0342375,0.00319679,-0.0409372,0.0513636,-2.23774,0.289053
2206,5,4,7.0,0.0537995,0.20789,-0.0462163,0.00426985,-0.0408974,0.0693903,-2.24806,0.289694
2207,5,5,7.0,0.0541157,0.207534,-0.0586396,0.00534917,-0.040843,0.0881579,-2.26099,0.290495
2208,6,-6,7.0,0.058813,0.23637,0.0719107,-0.00658374,-0.0471921,-0.108529,-2.25984,0.293835
2209,6,-5,7.0,0.0583807,0.236846,0.0589556,-0.00548819,-0.0472483,-0.0889277,-2.24522,0.292961
2210,6,-4,7.0,0.0580115,0.237201,0.0465012,-0.00438312,-0.0473068,-0.0701524,-2.2328,0.292216
2211,6,-3,7.0,0.0577393,0.237463,0.0344989,-0.00329064,-0.0473446,-0.052039,-2.22286,0.291622
2212,6,-2,7.0,0.0576329,0.23762,0.0228396,-0.00219134,-0.0473557,-0.0345022,-2.21562,0.291191
2213,6,-1,7.0,0.0573053,0.237757,0.0113996,-0.00111298,-0.0473892,-0.0172799,-2.21115,0.290909
2214,6,0,7.0,0.0568539,0.237803,8.14555e-05,-3.40348e-05,-0.0473591,-0.000238893,-2.20965,0.290832
2215,6,1,7.0,0.0571758,0.237737,-0.0112314,0.00105859,-0.0473929,0.0167503,-2.21111,0.290916
2216,6,2,7.0,0.0571827,0.237621,-0.022659,0.00214734,-0.0473769,0.0338985,-2.21554,0.291205
2217,6,3,7.0,0.05732,0.237431,-0.0343303,0.00323253,-0.0473528,0.0514401,-2.22278,0.291647
2218,6,4,7.0,0.0576119,0.237159,-0.0463331,0.00431218,-0.0473157,0.06948,-2.23264,0.292243
2219,6,5,7.0,0.0579425,0.236807,-0.0587921,0.00541447,-0.0472582,0.0882962,-2.24504,0.292997
2220,7,-6,7.0,0.0627192,0.266827,0.0721256,-0.00667135,-0.0538763,-0.108741,-2.24483,0.295802
2221,7,-5,7.0,0.0623148,0.267304,0.0591404,-0.00555948,-0.0539367,-0.0891426,-2.23086,0.294975
2222,7,-4,7.0,0.0618581,0.267674,0.0466694,-0.00444754,-0.0539845,-0.0703055,-2.21902,0.294271
2223,7,-3,7.0,0.061576,0.267944,0.034628,-0.00333652,-0.0540215,-0.052145,-2.2096,0.293712
2224,7,-2,7.0,0.0617143,0.268097,0.0229397,-0.00221702,-0.0540194,-0.034652,-2.20272,0.293306
2225,7,-1,7.0,0.061214,0.268251,0.0114482,-0.00112487,-0.0540648,-0.0173186,-2.19849,0.293046
2226,7,0,7.0,0.0607775,0.268306,7.86377e-05,-2.63469e-05,-0.0540339,-0.00020129,-2.19709,0.292962
2227,7,1,7.0,0.0612469,0.268246,-0.0112824,0.00107569,-0.054072,0.0168163,-2.19845,0.293052
2228,7,2,7.0,0.0612693,0.268127,-0.0227495,0.00218014,-0.0540559,0.0339865,-2.20265,0.293318
2229,7,3,7.0,0.0614093,0.267931,-0.0344596,0.00327888,-0.0540342,0.0515642,-2.20948,0.293731
2230,7,4,7.0,0.0617157,0.267644,-0.0465132,0.00437992,-0.0539953,0.069694,-2.21888,0.294297
2231,7,5,7.0,0.0619636,0.267267,-0.0589815,0.00548391,-0.0539454,0.0885183,-2.23068,0.295007
2232,8,-6,7.0,0.066742,0.298548,0.0724127,-0.00677418,-0.0608487,-0.108962,-2.23139,0.297376
2233,8,-5,7.0,0.0663891,0.29905,0.0593968,-0.00564637,-0.0609072,-0.0893343,-2.2181,0.29659
2234,8,-4,7.0,0.0661476,0.299459,0.0468878,-0.00452866,-0.0609543,-0.0705098,-2.20687,0.295921
2235,8,-3,7.0,0.0659664,0.299758,0.0348018,-0.00341132,-0.060992,-0.0523918,-2.19795,0.29539
2236,8,-2,7.0,0.0660046,0.299933,0.0230554,-0.00227485,-0.0609993,-0.0348091,-2.19146,0.295006
2237,8,-1,7.0,0.0656023,0.300072,0.0115243,-0.0011535,-0.0610316,-0.0174834,-2.18754,0.294765
2238,8,0,7.0,0.0650512,0.300127,8.02389e-05,-3.14226e-05,-0.0610001,-0.000248466,-2.18617,0.294682
2239,8,1,7.0,0.06559,0.300057,-0.0113583,0.00109444,-0.0610363,0.0169055,-2.18751,0.294772
2240,8,2,7.0,0.0656744,0.299942,-0.0228726,0.00222183,-0.0610246,0.0341042,-2.1914,0.295016
2241,8,3,7.0,0.0657846,0.299735,-0.0346318,0.00333755,-0.0610028,0.0517153,-2.19784,0.295407
2242,8,4,7.0,0.065972,0.299424,-0.0467344,0.00446176,-0.0609636,0.0699305,-2.20673,0.295944
2243,8,5,7.0,0.0661864,0.299025,-0.0592471,0.00558488,-0.0609147,0.0888138,-2.21793,0.296618
2244,9,-6,7.0,0.0722716,0.331373,0.0728718,-0.00695503,-0.0676135,-0.109253,-2.21767,0.298721
2245,9,-5,7.0,0.0719229,0.331904,0.0597967,-0.00580631,-0.0676733,-0.0895905,-2.20502,0.297969
2246,9,-4,7.0,0.0714778,0.3323,0.0472087,-0.00466119,-0.0677251,-0.0707754,-2.19438,0.297332
2247,9,-3,7.0,0.0713095,0.332615,0.0350493,-0.00351989,-0.0677624,-0.0526101,-2.18594,0.296828
2248,9,-2,7.0,0.0715798,0.332787,0.0232386,-0.00236277,-0.0677545,-0.0350881,-2.17983,0.296458
2249,9,-1,7.0,0.0711531,0.332967,0.0116051,-0.00122935,-0.0678034,-0.0176834,-2.17609,0.29623
2250,9,0,7.0,0.0707892,0.333129,8.30417e-05,-3.36568e-05,-0.0677101,-0.000290533,-2.17482,0.296155
2251,9,1,7.0,0.0711909,0.332985,-0.0114355,0.0011579,-0.0677889,0.0170227,-2.17605,0.296235
2252,9,2,7.0,0.0712355,0.332858,-0.0230469,0.0023119,-0.0677747,0.0343048,-2.17976,0.296469
2253,9,3,7.0,0.0714303,0.332647,-0.0348999,0.00345775,-0.0677519,0.0520183,-2.18584,0.296843
2254,9,4,7.0,0.0716033,0.33233,-0.0470708,0.00460641,-0.0677135,0.0702454,-2.19425,0.297353
2255,9,5,7.0,0.0718938,0.331923,-0.0596597,0.0057514,-0.067663,0.0891649,-2.20486,0.297994
2256,10,-6,7.0,0.0773475,0.365893,0.0733611,-0.00713027,-0.0752364,-0.109844,-2.20742,0.299716
2257,10,-5,7.0,0.0768681,0.366464,0.0601999,-0.00594804,-0.0752944,-0.0901052,-2.19547,0.298997
2258,10,-4,7.0,0.0765639,0.366912,0.0475541,-0.00477705,-0.0753487,-0.0711715,-2.18543,0.298389
2259,10,-3,7.0,0.0764618,0.367257,0.035322,-0.00360401,-0.0753805,-0.0529126,-2.17752,0.297905
2260,10,-2,7.0,0.0765784,0.367476,0.0234122,-0.00242808,-0.0753847,-0.0352539,-2.17177,0.297556
2261,10,-1,7.0,0.0763185,0.36764,0.0116775,-0.00126051,-0.0754116,-0.0177738,-2.16828,0.297345
2262,10,0,7.0,0.0754632,0.367753,8.3958e-05,-3.64085e-05,-0.0753307,-0.000295699,-2.16708,0.297268
2263,10,1,7.0,0.0763723,0.367655,-0.0115068,0.00118515,-0.0754025,0.0172062,-2.16824,0.297351
2264,10,2,7.0,0.0765372,0.367513,-0.0232383,0.00235764,-0.0753956,0.0346262,-2.17171,0.297566
2265,10,3,7.0,0.0765712,0.367266,-0.0351735,0.00353609,-0.0753772,0.0524225,-2.17742,0.297919
2266,10,4,7.0,0.0766925,0.366916,-0.0474123,0.00470884,-0.075345,0.0706853,-2.18531,0.298408
2267,10,5,7.0,0.0768738,0.366471,-0.0600619,0.00588783,-0.0752918,0.08967,-2.19531,0.299022
2268,-10,-6,7.5,0.0279812,-0.16708,0.0782433,-0.00966133,0.047213,-0.112457,-2.44891,0.182592
2269,-10,-5,7.5,0.0276086,-0.166089,0.0641687,-0.00805946,0.0469489,-0.0920739,-2.43691,0.179257
2270,-10,-4,7.5,0.0272243,-0.16526,0.0506431,-0.00645687,0.0467321,-0.0725915,-2.42652,0.176382
2271,-10,-3,7.5,0.0270246,-0.164613,0.0375896,-0.00485607,0.0465522,-0.053848,-2.41805,0.174047
2272,-10,-2,7.5,0.0269103,-0.164147,0.0248958,-0.00325826,0.0464178,-0.0356583,-2.41177,0.172322
2273,-10,-1,7.5,0.0267531,-0.163848,0.0124475,-0.00165117,0.0463411,-0.0179207,-2.40796,0.171271
2274,-10,0,7.5,0.0261497,-0.163787,0.000139645,-3.22753e-05,0.0463373,-0.000138455,-2.40665,0.17089
2275,-10,1,7.5,0.0267155,-0.163847,-0.0121659,0.00157938,0.046335,0.0175409,-2.40797,0.17127
2276,-10,2,7.5,0.0268527,-0.164131,-0.0246091,0.00317946,0.0464082,0.0353252,-2.41174,0.17232
2277,-10,3,7.5,0.0271438,-0.16459,-0.0373137,0.0047755,0.04655,0.0534771,-2.41799,0.174044
2278,-10,4,7.5,0.0273503,-0.16523,-0.0503702,0.00637473,0.0467267,0.0722181,-2.42643,0.176379
2279,-10,5,7.5,0.0275442,-0.166045,-0.0638721,0.00797603,0.0469443,0.0917564,-2.43679,0.179257
2280,-9,-6,7.5,0.0282059,-0.14065,0.0768243,-0.00916182,0.0404128,-0.111028,-2.45374,0.190174
2281,-9,-5,7.5,0.0277913,-0.139672,0.0629686,-0.00763775,0.0401573,-0.0908733,-2.44114,0.186825
2282,-9,-4,7.5,0.0271045,-0.138843,0.0496597,-0.00611722,0.0399618,-0.0716251,-2.43018,0.183928
2283,-9,-3,7.5,0.0269138,-0.138207,0.0368483,-0.00460211,0.0397914,-0.0531052,-2.4213,0.181572
2284,-9,-2,7.5,0.0267414,-0.137739,0.0243943,-0.00308463,0.0396676,-0.0351648,-2.41465,0.179827
2285,-9,-1,7.5,0.0266162,-0.13746,0.0121979,-0.00156597,0.0395907,-0.0175932,-2.41061,0.178758
2286,-9,0,7.5,0.0263509,-0.13742,0.000135915,-3.51677e-05,0.0395662,-0.000138086,-2.40922,0.178375
2287,-9,1,7.5,0.0266216,-0.13746,-0.0119224,0.00149724,0.0395807,0.0173399,-2.41057,0.178756
2288,-9,2,7.5,0.0267765,-0.137736,-0.024118,0.00301145,0.0396495,0.0348838,-2.41457,0.179826
2289,-9,3,7.5,0.0269425,-0.138188,-0.0365687,0.00452612,0.039773,0.0528207,-2.4212,0.181572
2290,-9,4,7.5,0.0273741,-0.138818,-0.049399,0.00603706,0.0399563,0.0713265,-2.43012,0.183932
2291,-9,5,7.5,0.0278223,-0.139634,-0.0626894,0.00755085,0.0401562,0.0905806,-2.44104,0.186832
2292,-8,-6,7.5,0.0282032,-0.115114,0.0754817,-0.00869058,0.0339222,-0.109783,-2.45675,0.198485
2293,-8,-5,7.5,0.0278088,-0.114172,0.0618346,-0.00724093,0.0336749,-0.0897778,-2.44351,0.195175
2294,-8,-4,7.5,0.0274438,-0.113381,0.0487554,-0.00579728,0.0334757,-0.0706899,-2.43199,0.192304
2295,-8,-3,7.5,0.0272361,-0.112763,0.0361606,-0.00435913,0.0333117,-0.0523891,-2.4225,0.189957
2296,-8,-2,7.5,0.0270847,-0.112314,0.0239342,-0.00292165,0.0331862,-0.0346784,-2.41545,0.188218
2297,-8,-1,7.5,0.0269206,-0.112038,0.0119694,-0.00147986,0.0331171,-0.0173449,-2.41116,0.187144
2298,-8,0,7.5,0.0267099,-0.112001,0.00013099,-3.59892e-05,0.0330934,-0.000132337,-2.40976,0.18677
2299,-8,1,7.5,0.0269004,-0.112032,-0.0117036,0.00141155,0.0331163,0.0170901,-2.41115,0.187147
2300,-8,2,7.5,0.0270688,-0.112305,-0.023665,0.00284814,0.0331754,0.0344118,-2.41541,0.188223
2301,-8,3,7.5,0.0272762,-0.112745,-0.0358921,0.00428367,0.0332937,0.0521118,-2.42242,0.189963
2302,-8,4,7.5,0.0277917,-0.113366,-0.0485079,0.00571695,0.0334682,0.0704041,-2.43185,0.192311
2303,-8,5,7.5,0.0280035,-0.114135,-0.0615732,0.00715924,0.0336728,0.0895126,-2.44334,0.195186
2304,-7,-6,7.5,0.0285283,-0.0903884,0.0742584,-0.00824736,0.0277046,-0.108563,-2.4572,0.207432
2305,-7,-5,7.5,0.0280655,-0.0894721,0.0607961,-0.00686913,0.0274636,-0.0887177,-2.44331,0.20422
2306,-7,-4,7.5,0.0276798,-0.0887078,0.0479129,-0.00549493,0.0272766,-0.0698163,-2.43114,0.201421
2307,-7,-3,7.5,0.0274761,-0.0881162,0.0355189,-0.00412589,0.0271181,-0.0517082,-2.42114,0.199132
2308,-7,-2,7.5,0.027286,-0.0876853,0.0234984,-0.00276277,0.0270034,-0.0341929,-2.41372,0.197435
2309,-7,-1,7.5,0.0271166,-0.0874284,0.0117611,-0.00139687,0.0269338,-0.0170817,-2.40926,0.196373
2310,-7,0,7.5,0.026831,-0.0873816,0.000127087,-3.60619e-05,0.0269204,-0.000118876,-2.40771,0.196014
2311,-7,1,7.5,0.0270798,-0.0874302,-0.0115013,0.00132705,0.0269346,0.0168406,-2.40923,0.196375
2312,-7,2,7.5,0.0272648,-0.0876843,-0.0232384,0.00268531,0.0269953,0.0339605,-2.41365,0.197439
2313,-7,3,7.5,0.0276184,-0.0881203,-0.0352655,0.00404693,0.0271115,0.0514812,-2.42107,0.199142
2314,-7,4,7.5,0.0280234,-0.0887062,-0.0476729,0.00541631,0.0272693,0.0695372,-2.43103,0.201435
2315,-7,5,7.5,0.0282425,-0.089442,-0.0605447,0.00678947,0.0274632,0.0884599,-2.44313,0.204233
2316,-6,-6,7.5,0.0290036,-0.0663187,0.0731391,-0.00785381,0.0217351,-0.107455,-2.45458,0.216862
2317,-6,-5,7.5,0.0284765,-0.0654473,0.0598489,-0.00653751,0.0215061,-0.0877999,-2.44002,0.213803
2318,-6,-4,7.5,0.028072,-0.0647186,0.0471434,-0.00522956,0.0213241,-0.0690567,-2.42727,0.211139
2319,-6,-3,7.5,0.0278683,-0.0641568,0.0349385,-0.0039291,0.0211814,-0.0511196,-2.41676,0.208951
2320,-6,-2,7.5,0.0277955,-0.0637672,0.0231168,-0.00262638,0.0210841,-0.0338177,-2.40901,0.207333
2321,-6,-1,7.5,0.0275058,-0.0635054,0.0115574,-0.00133378,0.0210083,-0.0168519,-2.40419,0.206313
2322,-6,0,7.5,0.027072,-0.0634137,0.000124275,-3.44908e-05,0.0210126,-0.000113796,-2.40249,0.205958
2323,-6,1,7.5,0.0274929,-0.0634997,-0.01131,0.00126418,0.0210058,0.0166391,-2.40413,0.206317
2324,-6,2,7.5,0.0276913,-0.0637386,-0.022862,0.00255605,0.0210741,0.0335515,-2.40888,0.207337
2325,-6,3,7.5,0.0280306,-0.0641552,-0.0346971,0.00384902,0.0211712,0.0508998,-2.41663,0.208963
2326,-6,4,7.5,0.0285003,-0.0647135,-0.046919,0.00514807,0.021314,0.0687869,-2.42709,0.211154
2327,-6,5,7.5,0.0286421,-0.0654006,-0.0596041,0.00645916,0.0214886,0.0875081,-2.43982,0.213825
2328,-5,-6,7.5,0.0300207,-0.0427674,0.0721443,-0.00749802,0.0159436,-0.106487,-2.44852,0.226559
2329,-5,-5,7.5,0.029575,-0.0419574,0.0590179,-0.0062352,0.0157396,-0.0870153,-2.43327,0.223709
2330,-5,-4,7.5,0.0290129,-0.0412567,0.0464637,-0.00499369,0.0155658,-0.0684228,-2.41989,0.22122
2331,-5,-3,7.5,0.0288101,-0.0407292,0.0344215,-0.00374982,0.0154289,-0.0506242,-2.40885,0.219176
2332,-5,-2,7.5,0.0287574,-0.0403624,0.0227711,-0.00250652,0.0153479,-0.0334539,-2.4007,0.217664
2333,-5,-1,7.5,0.0284367,-0.0401138,0.011383,-0.00127239,0.0152718,-0.0166661,-2.39559,0.216695
2334,-5,0,7.5,0.0280244,-0.0400247,0.000118086,-3.60464e-05,0.0152774,-9.12471e-05,-2.39383,0.216377
2335,-5,1,7.5,0.0284443,-0.0401089,-0.0111467,0.00120148,0.015269,0.0164902,-2.39553,0.216701
2336,-5,2,7.5,0.0287812,-0.0403509,-0.0225326,0.00243208,0.0153432,0.03325,-2.40061,0.217676
2337,-5,3,7.5,0.0290318,-0.0407282,-0.0341923,0.00366942,0.015427,0.0504013,-2.40872,0.219193
2338,-5,4,7.5,0.0293285,-0.0412325,-0.0462414,0.00491511,0.0155564,0.068105,-2.41971,0.221243
2339,-5,5,7.5,0.0295415,-0.0418872,-0.0587705,0.00616803,0.0157213,0.08668,-2.43307,0.22374
2340,-4,-6,7.5,0.0311943,-0.0195605,0.071257,-0.0071905,0.0103227,-0.105587,-2.43879,0.236262
2341,-4,-5,7.5,0.0308162,-0.0188108,0.0582772,-0.00597459,0.0101416,-0.086274,-2.42285,0.233656
2342,-4,-4,7.5,0.0302411,-0.0181525,0.045866,-0.0047812,0.0099841,-0.067824,-2.40887,0.231381
2343,-4,-3,7.5,0.0299871,-0.0176653,0.0339673,-0.00359006,0.0098603,-0.0501917,-2.39733,0.22951
2344,-4,-2,7.5,0.0299963,-0.0173257,0.0224693,-0.00239631,0.00978209,-0.0331803,-2.3888,0.228127
2345,-4,-1,7.5,0.0296615,-0.0170894,0.0112292,-0.00121681,0.00971277,-0.0165258,-2.38345,0.227243
2346,-4,0,7.5,0.0292707,-0.0170062,0.000113056,-3.33076e-05,0.00971995,-0.00010225,-2.38161,0.226951
2347,-4,1,7.5,0.0297003,-0.017087,-0.011,0.00115048,0.00970878,0.016318,-2.3834,0.227251
2348,-4,2,7.5,0.0300765,-0.0173166,-0.0222403,0.00232547,0.0097779,0.0329473,-2.38869,0.228144
2349,-4,3,7.5,0.0302207,-0.0176533,-0.0337465,0.0035144,0.00985115,0.0499246,-2.39715,0.229529
2350,-4,4,7.5,0.0304733,-0.0181279,-0.0456482,0.00470766,0.00997251,0.0675366,-2.40866,0.231408
2351,-4,5,7.5,0.0307519,-0.0187383,-0.0580393,0.00590877,0.0101277,0.0859659,-2.42261,0.233691
2352,-3,-6,7.5,0.0325879,0.00345311,0.0704865,-0.00692346,0.00484525,-0.104808,-2.42549,0.245685
2353,-3,-5,7.5,0.0322642,0.00414551,0.0576387,-0.00574833,0.00468461,-0.0856359,-2.40892,0.243347
2354,-3,-4,7.5,0.0316861,0.00475614,0.0453528,-0.00459933,0.0045431,-0.0673252,-2.39435,0.241301
2355,-3,-3,7.5,0.0313964,0.00521536,0.0335797,-0.00345315,0.00442891,-0.0498028,-2.38234,0.239622
2356,-3,-2,7.5,0.0313787,0.00552204,0.0222183,-0.00230863,0.00436183,-0.0329669,-2.37339,0.238396
2357,-3,-1,7.5,0.0310459,0.00574191,0.0110941,-0.00117059,0.00429142,-0.0163991,-2.36785,0.23758
2358,-3,0,7.5,0.030664,0.00582326,0.000108644,-3.22339e-05,0.00430064,-0.000103949,-2.36594,0.237321
2359,-3,1,7.5,0.0311697,0.00573903,-0.0108769,0.00110363,0.00429275,0.0162027,-2.36779,0.237589
2360,-3,2,7.5,0.0315347,0.00552606,-0.022001,0.00224106,0.0043497,0.0327008,-2.37324,0.238411
2361,-3,3,7.5,0.0315549,0.00522991,-0.0333643,0.00338421,0.00441537,0.0495387,-2.38216,0.239645
2362,-3,4,7.5,0.031882,0.00478683,-0.0451427,0.00453148,0.00452752,0.0670229,-2.39413,0.241333
2363,-3,5,7.5,0.0322033,0.00422056,-0.0574118,0.00568454,0.00466923,0.0853304,-2.40867,0.243387
2364,-2,-6,7.5,0.0341955,0.0264425,0.0698337,-0.00670071,-0.000539082,-0.104153,-2.40896,0.254557
2365,-2,-5,7.5,0.0338066,0.0270914,0.0570862,-0.00556557,-0.000686955,-0.0850606,-2.3918,0.252484
2366,-2,-4,7.5,0.0334574,0.0276292,0.044929,-0.00444053,-0.000794262,-0.0669402,-2.37676,0.250673
2367,-2,-3,7.5,0.0330292,0.0280643,0.0332539,-0.00334083,-0.000909245,-0.0494867,-2.36436,0.249182
2368,-2,-2,7.5,0.0330176,0.0283384,0.0219942,-0.00223322,-0.000968858,-0.0327526,-2.35515,0.248099
2369,-2,-1,7.5,0.0326809,0.0285514,0.0109829,-0.00113275,-0.00102999,-0.0162844,-2.34945,0.247384
2370,-2,0,7.5,0.0322904,0.028629,0.000102939,-3.0196e-05,-0.0010194,-0.000104986,-2.34748,0.247155
2371,-2,1,7.5,0.0330433,0.0285202,-0.0107811,0.00106335,-0.00101786,0.0161224,-2.34939,0.247395
2372,-2,2,7.5,0.0330732,0.0283609,-0.0217816,0.00217121,-0.000987166,0.0324587,-2.35505,0.24812
2373,-2,3,7.5,0.0331712,0.028084,-0.0330433,0.00327418,-0.000922372,0.0492286,-2.3642,0.249215
2374,-2,4,7.5,0.0335133,0.0276803,-0.0447163,0.0043824,-0.0008203,0.0666134,-2.37657,0.250713
2375,-2,5,7.5,0.0338404,0.0271541,-0.0568785,0.00550025,-0.00069329,0.0848069,-2.39157,0.252533
2376,-1,-6,7.5,0.0361476,0.0495647,0.0693015,-0.00651563,-0.00588312,-0.103628,-2.38991,0.262665
2377,-1,-5,7.5,0.0356945,0.0501772,0.0566398,-0.00541479,-0.00601112,-0.0846155,-2.3723,0.260844
2378,-1,-4,7.5,0.0354112,0.0506625,0.0445767,-0.00431775,-0.00609449,-0.0665919,-2.35689,0.259249
2379,-1,-3,7.5,0.0349585,0.0510704,0.0329886,-0.00324793,-0.00620003,-0.0492208,-2.34422,0.257942
2380,-1,-2,7.5,0.034864,0.0513213,0.0218047,-0.00217085,-0.00625432,-0.0325556,-2.33488,0.256977
2381,-1,-1,7.5,0.0345748,0.051502,0.010892,-0.00110355,-0.00630703,-0.0162358,-2.32901,0.256366
2382,-1,0,7.5,0.0343096,0.0515807,9.85781e-05,-2.59914e-05,-0.00629131,-0.00013529,-2.32694,0.256143
2383,-1,1,7.5,0.0350224,0.0514727,-0.0106969,0.00103355,-0.00629012,0.0160375,-2.32895,0.256377
2384,-1,2,7.5,0.034963,0.0513386,-0.0215997,0.00211303,-0.00627133,0.0322663,-2.33478,0.257002
2385,-1,3,7.5,0.0351404,0.0510836,-0.032791,0.00318516,-0.00621276,0.0489735,-2.34406,0.257975
2386,-1,4,7.5,0.0354704,0.0507138,-0.0443722,0.00426375,-0.00611672,0.0662718,-2.35669,0.259292
2387,-1,5,7.5,0.0357904,0.0502305,-0.0564434,0.0053516,-0.00601193,0.0843752,-2.37207,0.260896
2388,0,-6,7.5,0.0383548,0.0730148,0.0688816,-0.00637847,-0.0112161,-0.103233,-2.36909,0.269864
2389,0,-5,7.5,0.0379384,0.0735755,0.0562958,-0.00529905,-0.0113308,-0.0842946,-2.35122,0.268259
2390,0,-4,7.5,0.0376778,0.0740197,0.0443089,-0.00422348,-0.0114071,-0.0663473,-2.33561,0.266859
2391,0,-3,7.5,0.0372373,0.0743896,0.0327868,-0.00317538,-0.0114988,-0.0490611,-2.3228,0.265717
2392,0,-2,7.5,0.0371366,0.0746204,0.0216601,-0.00211133,-0.0115454,-0.0324494,-2.31342,0.264864
2393,0,-1,7.5,0.0369482,0.0747842,0.0108179,-0.00106268,-0.0115894,-0.0162607,-2.30751,0.264338
2394,0,0,7.5,0.0362193,0.074848,9.77484e-05,-2.69676e-05,-0.0115575,-0.000175213,-2.30545,0.264163
2395,0,1,7.5,0.0372383,0.0747552,-0.0106319,0.000993887,-0.0115734,0.0160115,-2.30739,0.264356
2396,0,2,7.5,0.0371481,0.0746365,-0.0214637,0.00205545,-0.0115604,0.0321316,-2.31328,0.264886
2397,0,3,7.5,0.0372904,0.0744026,-0.0325955,0.0031145,-0.0115081,0.0488121,-2.32266,0.265751
2398,0,4,7.5,0.0376589,0.0740693,-0.0441136,0.00417093,-0.0114211,0.0660157,-2.3354,0.266906
2399,0,5,7.5,0.0379484,0.073627,-0.0561043,0.00523682,-0.0113331,0.0840248,-2.35099,0.268311
2400,1,-6,7.5,0.0412964,0.0969682,0.0685561,-0.00627956,-0.0166212,-0.103044,-2.34743,0.276094
2401,1,-5,7.5,0.0408582,0.0974843,0.0560383,-0.00521936,-0.0167219,-0.084126,-2.3294,0.274666
2402,1,-4,7.5,0.0405366,0.0979003,0.0440983,-0.00416759,-0.0167942,-0.0661661,-2.31379,0.273425
2403,1,-3,7.5,0.0402505,0.0982275,0.0326411,-0.00312957,-0.0168664,-0.0489731,-2.30098,0.272418
2404,1,-2,7.5,0.040109,0.0984368,0.0215714,-0.00209112,-0.0169042,-0.0324161,-2.2916,0.271675
2405,1,-1,7.5,0.0398694,0.0985818,0.0107756,-0.00105974,-0.016941,-0.0162232,-2.28572,0.271208
2406,1,0,7.5,0.0393818,0.0986333,9.06009e-05,-2.71513e-05,-0.016921,-0.000208212,-2.2838,0.271077
2407,1,1,7.5,0.0399612,0.0985655,-0.0105953,0.00100208,-0.0169355,0.0158194,-2.28566,0.27122
2408,1,2,7.5,0.0399355,0.0984462,-0.0213831,0.00204184,-0.0169127,0.0319798,-2.29149,0.2717
2409,1,3,7.5,0.0401096,0.0982296,-0.0324576,0.00307611,-0.0168727,0.0485985,-2.30082,0.272452
2410,1,4,7.5,0.0404643,0.0979229,-0.0439197,0.00411598,-0.016798,0.0657354,-2.31358,0.27347
2411,1,5,7.5,0.0407071,0.0975245,-0.0558509,0.00516241,-0.016723,0.0837488,-2.32916,0.274718
2412,2,-6,7.5,0.0441628,0.121572,0.0683592,-0.00623164,-0.0220979,-0.102842,-2.32561,0.28135
2413,2,-5,7.5,0.0437722,0.122057,0.0558869,-0.00518045,-0.0221832,-0.0840017,-2.30771,0.280069
2414,2,-4,7.5,0.0433382,0.12245,0.0439774,-0.00413497,-0.0222407,-0.0660914,-2.29225,0.278963
2415,2,-3,7.5,0.0431461,0.122728,0.0325592,-0.00309787,-0.0222913,-0.0489438,-2.27963,0.278062
2416,2,-2,7.5,0.0428626,0.122934,0.0215197,-0.00207568,-0.0223317,-0.0323734,-2.27037,0.277411
2417,2,-1,7.5,0.0426606,0.123056,0.0107389,-0.00104747,-0.0223623,-0.0162387,-2.26461,0.276991
2418,2,0,7.5,0.0420988,0.123116,8.98365e-05,-2.63672e-05,-0.0223445,-0.000210371,-2.26266,0.276857
2419,2,1,7.5,0.0426141,0.123048,-0.0105606,0.000995103,-0.0223624,0.0158226,-2.26455,0.277001
2420,2,2,7.5,0.0426614,0.122941,-0.0213342,0.00202863,-0.0223404,0.031925,-2.27026,0.277433
2421,2,3,7.5,0.0428362,0.122741,-0.0323714,0.00305232,-0.022306,0.0484968,-2.27949,0.278096
2422,2,4,7.5,0.0432153,0.122461,-0.0438033,0.00408254,-0.022245,0.0655995,-2.29205,0.279006
2423,2,5,7.5,0.0434672,0.122087,-0.0557011,0.00512261,-0.022184,0.0835573,-2.30747,0.280119
2424,3,-6,7.5,0.0472404,0.146989,0.0682616,-0.00621848,-0.0276993,-0.102794,-2.30439,0.285699
2425,3,-5,7.5,0.046769,0.147441,0.0558127,-0.00517161,-0.0277755,-0.0839726,-2.28679,0.284535
2426,3,-4,7.5,0.0463471,0.147811,0.0439274,-0.00412991,-0.0278234,-0.0660704,-2.27166,0.283536
2427,3,-3,7.5,0.046316,0.148041,0.032543,-0.00308412,-0.0278479,-0.048987,-2.2594,0.282728
2428,3,-2,7.5,0.045858,0.148248,0.0214941,-0.00206785,-0.0278966,-0.0323195,-2.25036,0.282136
2429,3,-1,7.5,0.0455885,0.148369,0.0107324,-0.00104621,-0.0279236,-0.0161793,-2.24475,0.281759
2430,3,0,7.5,0.0451106,0.148426,8.55892e-05,-2.44052e-05,-0.0279058,-0.000188705,-2.24287,0.281639
2431,3,1,7.5,0.0455603,0.148361,-0.0105597,0.000998362,-0.0279252,0.0157836,-2.2447,0.281769
2432,3,2,7.5,0.0456218,0.148257,-0.0213168,0.00202613,-0.0279074,0.0318973,-2.25026,0.282156
2433,3,3,7.5,0.0458325,0.148076,-0.0323425,0.00304875,-0.0278797,0.0484725,-2.25921,0.282754
