MACH,CYP,CYR,CNQ,CNAD,CLLP,CMQ,CMAD,CLNR,CLLR,CLNP,CNDEL,CNDER,CMDEL,CMDER,CLLDEL,CLLDER,CHDE,CYDR,CLNDR,CLLDR,CHDR
1.7,1.1062857344000003,2.1513420544000006,1.030544137216,0.41220913629866673,-0.4548001920000001,-2.493059383882362,-3.256052803309471,-29.530429913600006,0.014659814400000004,1.1899572608000004,0.0827620967331121,0.0827620967331121,-0.05285127336056048,-0.05285127336056048,0.043474604167752846,-0.043474604167752846,0.13681899181585871,0.07971359242107924,-0.08997033063515987,0.045261869683410734,-0.0006783002125627274
1.75,1.10126016,2.1311195136000003,1.020465583104,0.4043853458773333,-0.45470557440000003,-2.2608153131394846,-2.8251046513826545,-26.688946099200002,0.014659814400000004,1.1924892672000005,0.07984675577233312,0.07984675577233312,-0.05104121316696126,-0.05104121316696126,0.04217097549625802,-0.04217097549625802,0.12286424241731184,0.07910526074331432,-0.08934743370350197,0.04493901609893935,-0.0006906436815774359
1.8,1.0961784064,2.1108890880000004,1.0104163116373335,0.39662411383466667,-0.4545232384000001,-2.0628922558830527,-2.4730772147451128,-24.251428185600005,0.014659814400000004,1.1945649408000003,0.0770106291010426,0.0770106291010426,-0.049279599420985934,-0.049279599420985934,0.04089974774274066,-0.04089974774274066,0.10945358955267175,0.07851457411146255,-0.08874034033247412,0.044625582567441924,-0.0007020065315318903
1.85,1.091049344,2.09067936,1.0004069710506667,0.3889314298026667,-0.4542512128000001,-1.8927548663261053,-2.1818945978502096,-22.144664819200003,0.014659814400000004,1.1961990655999999,0.07425922996973397,0.07425922996973397,-0.04756980121506889,-0.04756980121506889,0.03966316794305878,-0.03966316794305878,0.0966258933846264,0.0779397713943719,-0.08814732240588885,0.0443205788547449,-0.0007124451719424451
1.9,1.0858936704,2.0705179264000004,0.9904448820053334,0.381311952384,-0.4538845696,-1.7453709776445765,-1.9383634281503697,-20.311413337600005,0.014659814400000004,1.1973837567999999,0.07159807162890065,0.07159807162890065,-0.04591518764164452,-0.04591518764164452,0.0384634831330704,-0.0384634831330704,0.08442001407586378,0.07737947060669674,-0.08756708270612251,0.04402322343784292,-0.000722020054795453
1.95,1.0807330688000003,2.050427456,0.9805380306773334,0.3737696746666667,-0.4534193664,-1.616809406111289,-1.7326732721810287,-18.706366694400003,0.014659814400000004,1.1980815616000002,0.06903266732903603,0.06903266732903603,-0.044319127793147194,-0.044319127793147194,0.03730294034863353,-0.03730294034863353,0.07287481178907182,0.07683256150928815,-0.0869986230737518,0.04373288745354748,-0.0007307918396650627
2.0,1.0756128768000002,2.0304276608000005,0.970693737728,0.36630725870933334,-0.45285067520000005,-1.503961784346169,-1.5574088964394261,-17.293266636800002,0.014659814400000004,1.198203776,0.06656853032063352,0.06656853032063352,-0.04278499076201132,-0.04278499076201132,0.0361837866256062,-0.0361837866256062,0.06202914668693854,0.07629813289235754,-0.08644115686576709,0.0434490557605855,-0.0007388192712056102
2.05,1.0706257408000002,2.0105362816000003,0.96091666176,0.35892869760000007,-0.45215681280000003,-1.4043398905502478,-1.4068806899093538,-16.042810291200002,0.014659814400000004,1.1975246976,0.06421117385418651,0.06421117385418651,-0.04131614564067128,-0.04131614564067128,0.03510826899984641,-0.03510826899984641,0.051921878932151895,0.07577542224234536,-0.08589404964656326,0.043171299354474564,-0.0007461580633973669
2.1,1.0660683264,1.9907690880000004,0.9512121268906666,0.3516359878826667,-0.45127371520000004,-1.3159327453934935,-1.2766667449690212,-14.931090944000001,0.014659814400000004,1.1952647168000001,0.06196611118018838,0.06196611118018838,-0.03991596152156145,-0.03991596152156145,0.034078634507212185,-0.034078634507212185,0.042591868687399746,0.07526378021162729,-0.08535677829110626,0.042899255484667664,-0.0007528603786712407
2.15,1.061097008473166,1.9710691438448718,0.9415841262080001,0.34443112610133336,-0.4503980880998437,-1.2371001087519697,-1.1632861575088358,-13.938416601651664,0.014659814400000004,1.1934905612167985,0.05983885554913256,0.05983885554913256,-0.038587807497116204,-0.038587807497116204,0.033097130183561536,-0.033097130183561536,0.03407797611537023,0.07483016159432923,-0.08492509886592825,0.04265562286717596,-0.0007632184971057157
2.2,1.0560415767939872,1.951407915559077,0.9320379838293333,0.3373161088,-0.44945998934695675,-1.166491141772922,-1.0639720895991875,-13.048295319595054,0.014659814400000004,1.191534408327194,0.057834920211512486,0.057834920211512486,-0.03733505265976998,-0.03733505265976998,0.032166003064752494,-0.032166003064752494,0.026419061378751236,0.07453275654133004,-0.08468216593182197,0.042470093081518924,-0.0007796284042904986
2.25,1.0509010821174343,1.931800478699033,0.9225756962986666,0.33029293252266667,-0.4484626295043177,-1.1029873355060826,-0.9765005553843608,-12.247146049073576,0.014659814400000004,1.1894146694769905,0.05595981841782152,0.05595981841782152,-0.03616106610195712,-0.03616106610195712,0.03128750018664306,-0.03128750018664306,0.0196539846402308,0.07435743017553043,-0.08460859341625371,0.042336511699211835,-0.0008015043758719063
