MACH,ALPHA_DEG,BETA_DEG,DELTA_ELEVON_L,DELTA_ELEVON_R,DELTA_RUDDER,CA,CN,CY,CLL,CM,CLN,XCP,ZCP
3.0,-9,-5,0.0,0.0,0.0,0.0448545,-0.280462,0.133726,0.0126321,0.0854331,-0.199226,-2.46595,0.216667
3.0,-9,-4,0.0,0.0,0.0,0.0442697,-0.280015,0.10669,0.010116,0.0853308,-0.158932,-2.46316,0.216028
3.0,-9,-3,0.0,0.0,0.0,0.0442236,-0.279695,0.0798903,0.00759533,0.0852416,-0.118991,-2.46096,0.215524
3.0,-9,-2,0.0,0.0,0.0,0.0440842,-0.279452,0.0532363,0.00507725,0.0851694,-0.0792562,-2.45937,0.215162
3.0,-9,-1,0.0,0.0,0.0,0.0440114,-0.279312,0.0267066,0.00255578,0.0851256,-0.0396832,-2.45843,0.214943
3.0,-9,0,0.0,0.0,0.0,0.0440732,-0.279302,0.000206354,3.46815e-05,0.0851041,-0.000207265,-2.45812,0.214872
3.0,-9,1,0.0,0.0,0.0,0.0439754,-0.279283,-0.0262802,-0.00248384,0.0851091,0.0392558,-2.45841,0.214949
3.0,-9,2,0.0,0.0,0.0,0.044151,-0.279423,-0.0528191,-0.00500019,0.0851555,0.0788172,-2.45935,0.21517
3.0,-9,3,0.0,0.0,0.0,0.0441446,-0.279626,-0.0794571,-0.00752177,0.0852121,0.118494,-2.46092,0.215532
3.0,-9,4,0.0,0.0,0.0,0.0444049,-0.279929,-0.106274,-0.0100401,0.0853062,0.158409,-2.46312,0.216037
3.0,-9,5,0.0,0.0,0.0,0.0446282,-0.280335,-0.133283,-0.0125595,0.0853993,0.198666,-2.4659,0.216678
3.0,-8,-6,0.0,0.0,0.0,0.0465444,-0.234678,0.159906,0.0147885,0.0738896,-0.238886,-2.46859,0.222117
3.0,-8,-5,0.0,0.0,0.0,0.0464067,-0.234135,0.13282,0.0123239,0.0737459,-0.198357,-2.46515,0.221371
3.0,-8,-4,0.0,0.0,0.0,0.0461177,-0.233666,0.105976,0.00986781,0.0736227,-0.15821,-2.46231,0.220755
3.0,-8,-3,0.0,0.0,0.0,0.0460846,-0.233323,0.0793532,0.00740716,0.0735283,-0.118452,-2.46008,0.220268
3.0,-8,-2,0.0,0.0,0.0,0.0459372,-0.233055,0.0528956,0.00495629,0.0734486,-0.0788909,-2.45848,0.21992
3.0,-8,-1,0.0,0.0,0.0,0.0458722,-0.232904,0.0265427,0.00248849,0.0734041,-0.0395288,-2.45749,0.219701
3.0,-8,0,0.0,0.0,0.0,0.0459433,-0.2329,0.000194532,3.5175e-05,0.0733795,-0.00019411,-2.45718,0.219639
3.0,-8,1,0.0,0.0,0.0,0.0458738,-0.232896,-0.026142,-0.00242053,0.0733975,0.039119,-2.45748,0.219701
3.0,-8,2,0.0,0.0,0.0,0.0460044,-0.233027,-0.0524812,-0.00487599,0.0734384,0.0784887,-2.45844,0.219926
3.0,-8,3,0.0,0.0,0.0,0.0460069,-0.233252,-0.0789402,-0.00733536,0.0734979,0.117974,-2.46004,0.220276
3.0,-8,4,0.0,0.0,0.0,0.0462746,-0.233586,-0.10558,-0.00979178,0.0735977,0.157718,-2.46227,0.220765
3.0,-8,5,0.0,0.0,0.0,0.0463034,-0.234013,-0.132404,-0.0122519,0.0737156,0.197856,-2.4651,0.221383
3.0,-7,-6,0.0,0.0,0.0,0.0515301,-0.195253,0.158914,0.0144399,0.0661663,-0.237857,-2.45971,0.22677
3.0,-7,-5,0.0,0.0,0.0,0.0513712,-0.194667,0.13199,0.0120317,0.0660132,-0.197493,-2.45613,0.226048
3.0,-7,-4,0.0,0.0,0.0,0.0511104,-0.194177,0.105309,0.00962666,0.0658912,-0.157532,-2.45313,0.225447
3.0,-7,-3,0.0,0.0,0.0,0.0510825,-0.193805,0.0788456,0.00721636,0.0657949,-0.11794,-2.45077,0.224975
3.0,-7,-2,0.0,0.0,0.0,0.050925,-0.19353,0.0525473,0.00482463,0.0657113,-0.0785371,-2.44913,0.22464
3.0,-7,-1,0.0,0.0,0.0,0.0508574,-0.193376,0.0263482,0.00242889,0.0656619,-0.0393214,-2.44813,0.224437
3.0,-7,0,0.0,0.0,0.0,0.0507795,-0.193354,0.000189491,3.52551e-05,0.0656529,-0.00018519,-2.4478,0.224368
3.0,-7,1,0.0,0.0,0.0,0.0507914,-0.193361,-0.0259596,-0.00235748,0.0656704,0.0389211,-2.44813,0.224439
3.0,-7,2,0.0,0.0,0.0,0.0508913,-0.193504,-0.0521604,-0.00474624,0.0657192,0.0781561,-2.44913,0.224642
3.0,-7,3,0.0,0.0,0.0,0.050953,-0.193758,-0.0784628,-0.00715001,0.065787,0.117509,-2.45079,0.22498
3.0,-7,4,0.0,0.0,0.0,0.0511785,-0.194097,-0.10493,-0.00955428,0.0658803,0.157048,-2.45312,0.22546
3.0,-7,5,0.0,0.0,0.0,0.0511952,-0.19455,-0.131595,-0.0119597,0.0660022,0.197025,-2.45608,0.226059
3.0,-6,-6,0.0,0.0,0.0,0.0534571,-0.149539,0.15796,0.0141178,0.0547046,-0.236913,-2.45766,0.231569
3.0,-6,-5,0.0,0.0,0.0,0.0532523,-0.148924,0.131195,0.011767,0.054546,-0.196712,-2.454,0.230879
3.0,-6,-4,0.0,0.0,0.0,0.0530846,-0.148418,0.104674,0.00941357,0.0544198,-0.156935,-2.45098,0.230308
3.0,-6,-3,0.0,0.0,0.0,0.0530287,-0.148026,0.0783715,0.00707049,0.0543191,-0.117477,-2.4486,0.229856
3.0,-6,-2,0.0,0.0,0.0,0.0528581,-0.147732,0.052224,0.00472906,0.0542355,-0.0782277,-2.4469,0.229534
3.0,-6,-1,0.0,0.0,0.0,0.0527662,-0.147557,0.0261654,0.00238821,0.0541872,-0.0391332,-2.44588,0.229345
3.0,-6,0,0.0,0.0,0.0,0.0524593,-0.147475,0.000185401,3.38387e-05,0.0541973,-0.000188053,-2.4455,0.22927
3.0,-6,1,0.0,0.0,0.0,0.0527394,-0.147533,-0.0258063,-0.00231805,0.0541867,0.0387835,-2.44587,0.229345
3.0,-6,2,0.0,0.0,0.0,0.0528492,-0.147693,-0.05186,-0.00465489,0.0542335,0.0778467,-2.44689,0.229537
3.0,-6,3,0.0,0.0,0.0,0.0528825,-0.147949,-0.0780003,-0.00700115,0.0543052,0.117047,-2.44858,0.22986
3.0,-6,4,0.0,0.0,0.0,0.0531556,-0.148332,-0.104318,-0.00934353,0.0544082,0.156465,-2.45095,0.230312
3.0,-6,5,0.0,0.0,0.0,0.053177,-0.14882,-0.130828,-0.0116915,0.0545353,0.196285,-2.45397,0.230885
3.0,-5,-6,0.0,0.0,0.0,0.0557103,-0.104067,0.15707,0.0138088,0.0433295,-0.23605,-2.45492,0.236369
3.0,-5,-5,0.0,0.0,0.0,0.0555198,-0.10342,0.130444,0.011508,0.0431639,-0.195995,-2.45121,0.235713
3.0,-5,-4,0.0,0.0,0.0,0.0553594,-0.102893,0.104079,0.0092083,0.0430379,-0.156395,-2.44812,0.235169
3.0,-5,-3,0.0,0.0,0.0,0.0553017,-0.102472,0.0779179,0.00691382,0.042927,-0.117052,-2.44569,0.23474
3.0,-5,-2,0.0,0.0,0.0,0.0551123,-0.102151,0.0519209,0.00462659,0.042845,-0.0779082,-2.44397,0.234435
3.0,-5,-1,0.0,0.0,0.0,0.0550077,-0.101971,0.0260177,0.00233488,0.0427933,-0.0389901,-2.44292,0.234249
3.0,-5,0,0.0,0.0,0.0,0.054693,-0.101884,0.000174583,3.56307e-05,0.0428032,-0.000163393,-2.44256,0.234186
3.0,-5,1,0.0,0.0,0.0,0.0550068,-0.101947,-0.0256721,-0.00226402,0.0427933,0.0386726,-2.44291,0.23425
3.0,-5,2,0.0,0.0,0.0,0.0551395,-0.102117,-0.0515703,-0.00455124,0.0428392,0.0775704,-2.44396,0.234438
3.0,-5,3,0.0,0.0,0.0,0.0551902,-0.102399,-0.0775626,-0.00684563,0.042917,0.116617,-2.44567,0.234744
3.0,-5,4,0.0,0.0,0.0,0.0553812,-0.102796,-0.103733,-0.00913769,0.0430284,0.155896,-2.44809,0.235174
3.0,-5,5,0.0,0.0,0.0,0.0554087,-0.103315,-0.130093,-0.011436,0.0431581,0.195577,-2.45117,0.235721
3.0,-4,-6,0.0,0.0,0.0,0.0581316,-0.0587229,0.156235,0.0135268,0.0320349,-0.235213,-2.45151,0.241141
3.0,-4,-5,0.0,0.0,0.0,0.0579424,-0.058041,0.129745,0.0112728,0.0318628,-0.19529,-2.44773,0.24052
3.0,-4,-4,0.0,0.0,0.0,0.0578015,-0.057486,0.103518,0.00901865,0.0317334,-0.155827,-2.4446,0.240005
3.0,-4,-3,0.0,0.0,0.0,0.0576802,-0.0570485,0.077495,0.00677255,0.0316227,-0.116637,-2.44215,0.239601
3.0,-4,-2,0.0,0.0,0.0,0.0575468,-0.0567094,0.0516365,0.00453195,0.0315319,-0.0776449,-2.44039,0.239312
3.0,-4,-1,0.0,0.0,0.0,0.057437,-0.0565141,0.0258742,0.00228665,0.0314802,-0.0388613,-2.43932,0.239136
3.0,-4,0,0.0,0.0,0.0,0.0571263,-0.0564261,0.000165785,3.41624e-05,0.03149,-0.000164437,-2.43895,0.239076
3.0,-4,1,0.0,0.0,0.0,0.0574458,-0.0564921,-0.0255376,-0.00221672,0.0314794,0.0385226,-2.43931,0.239138
3.0,-4,2,0.0,0.0,0.0,0.0575761,-0.056675,-0.0513022,-0.00445985,0.0315283,0.0772887,-2.44037,0.239315
3.0,-4,3,0.0,0.0,0.0,0.0576172,-0.0569694,-0.0771593,-0.00670496,0.0316096,0.116194,-2.44212,0.239605
3.0,-4,4,0.0,0.0,0.0,0.0577767,-0.057394,-0.103186,-0.00895121,0.0317234,0.155367,-2.44457,0.240011
3.0,-4,5,0.0,0.0,0.0,0.0577852,-0.0579363,-0.12941,-0.0112001,0.0318636,0.194924,-2.4477,0.240529
3.0,-3,-6,0.0,0.0,0.0,0.0606808,-0.013422,0.155459,0.0132662,0.0208066,-0.234441,-2.44743,0.245855
3.0,-3,-5,0.0,0.0,0.0,0.0604922,-0.012705,0.129092,0.0110558,0.0206277,-0.194648,-2.44362,0.245272
3.0,-3,-4,0.0,0.0,0.0,0.0603498,-0.0121242,0.102995,0.00884461,0.0204956,-0.155307,-2.44042,0.244784
3.0,-3,-3,0.0,0.0,0.0,0.0602445,-0.0116607,0.077107,0.00664157,0.0203806,-0.116251,-2.43793,0.244405
3.0,-3,-2,0.0,0.0,0.0,0.0600636,-0.0113097,0.0513972,0.00445233,0.0202877,-0.0774623,-2.4361,0.244142
3.0,-3,-1,0.0,0.0,0.0,0.0599588,-0.0111041,0.0257354,0.00224175,0.0202351,-0.0387311,-2.43505,0.243967
3.0,-3,0,0.0,0.0,0.0,0.0596581,-0.0110103,0.000159997,3.42846e-05,0.0202445,-0.000158255,-2.43468,0.243911
3.0,-3,1,0.0,0.0,0.0,0.0601539,-0.0111038,-0.0254198,-0.00216547,0.0202491,0.0384575,-2.43504,0.243968
3.0,-3,2,0.0,0.0,0.0,0.0601049,-0.0112719,-0.0510769,-0.00438016,0.020285,0.0771077,-2.43608,0.244146
3.0,-3,3,0.0,0.0,0.0,0.0601346,-0.0115848,-0.0767868,-0.00657642,0.0203687,0.115831,-2.43792,0.244411
3.0,-3,4,0.0,0.0,0.0,0.0603213,-0.0120321,-0.102682,-0.0087783,0.0204867,0.15487,-2.44038,0.244792
3.0,-3,5,0.0,0.0,0.0,0.0603601,-0.0126048,-0.128772,-0.0109832,0.0206259,0.194292,-2.44358,0.245281
3.0,-2,-6,0.0,0.0,0.0,0.0633753,0.031912,0.154742,0.0130295,0.00961958,-0.233721,-2.44272,0.25048
3.0,-2,-5,0.0,0.0,0.0,0.0631757,0.0326662,0.128493,0.0108576,0.00943635,-0.194053,-2.43885,0.249934
3.0,-2,-4,0.0,0.0,0.0,0.06297,0.0332866,0.102508,0.00868837,0.00929378,-0.154802,-2.4356,0.249477
3.0,-2,-3,0.0,0.0,0.0,0.062932,0.0337564,0.0767484,0.00652394,0.00918127,-0.115891,-2.43309,0.249123
3.0,-2,-2,0.0,0.0,0.0,0.0627546,0.0341199,0.0511397,0.00437144,0.00908387,-0.0772056,-2.43123,0.248873
3.0,-2,-1,0.0,0.0,0.0,0.0626463,0.0343404,0.0256092,0.00220195,0.00903314,-0.0386026,-2.43015,0.248711
3.0,-2,0,0.0,0.0,0.0,0.0623251,0.0344418,0.000147895,3.30151e-05,0.00904407,-0.000146671,-2.42977,0.248659
3.0,-2,1,0.0,0.0,0.0,0.0628725,0.0343436,-0.025312,-0.00212915,0.00904293,0.0383362,-2.43014,0.248713
3.0,-2,2,0.0,0.0,0.0,0.0628219,0.0341598,-0.0508362,-0.00429929,0.00908216,0.0768562,-2.43122,0.248876
3.0,-2,3,0.0,0.0,0.0,0.0628651,0.0338308,-0.0764365,-0.006458,0.00916717,0.115489,-2.43306,0.249128
3.0,-2,4,0.0,0.0,0.0,0.0630632,0.0333665,-0.102215,-0.00862044,0.00928785,0.154406,-2.43556,0.249485
3.0,-2,5,0.0,0.0,0.0,0.0631092,0.0327603,-0.128189,-0.0107863,0.0094336,0.193705,-2.4388,0.249944
3.0,-1,-6,0.0,0.0,0.0,0.0662903,0.0773602,0.154091,0.0128121,-0.00155915,-0.233076,-2.43741,0.254991
3.0,-1,-5,0.0,0.0,0.0,0.0660472,0.0781563,0.127942,0.0106762,-0.00173967,-0.193512,-2.43348,0.25448
3.0,-1,-4,0.0,0.0,0.0,0.0658126,0.0788046,0.102065,0.00854506,-0.00188438,-0.154359,-2.43019,0.254052
3.0,-1,-3,0.0,0.0,0.0,0.0658236,0.0792993,0.0764152,0.00641335,-0.00199951,-0.11556,-2.42764,0.253724
3.0,-1,-2,0.0,0.0,0.0,0.0656119,0.0796727,0.0508912,0.00429034,-0.00209768,-0.0769453,-2.4258,0.253479
3.0,-1,-1,0.0,0.0,0.0,0.0654921,0.0798964,0.0254932,0.0021669,-0.0021543,-0.038523,-2.42467,0.253338
3.0,-1,0,0.0,0.0,0.0,0.0652442,0.080017,0.000140045,3.13154e-05,-0.00214351,-0.000149664,-2.42425,0.253274
3.0,-1,1,0.0,0.0,0.0,0.0657136,0.0799121,-0.0252045,-0.00209588,-0.00214462,0.0382067,-2.42465,0.253339
3.0,-1,2,0.0,0.0,0.0,0.0657065,0.0797099,-0.0505996,-0.00422202,-0.00209865,0.0765972,-2.42578,0.253484
3.0,-1,3,0.0,0.0,0.0,0.065789,0.0793673,-0.0761207,-0.00634976,-0.00201408,0.115176,-2.42761,0.253728
3.0,-1,4,0.0,0.0,0.0,0.0659724,0.0788736,-0.101787,-0.00847683,-0.00188479,0.153975,-2.43015,0.254059
3.0,-1,5,0.0,0.0,0.0,0.0660177,0.07824,-0.127655,-0.0106071,-0.00173851,0.193178,-2.43344,0.254489
3.0,0,-6,0.0,0.0,0.0,0.0693471,0.123012,0.15349,0.0126191,-0.0127296,-0.232508,-2.43155,0.25936
3.0,0,-5,0.0,0.0,0.0,0.0691599,0.123844,0.127448,0.0105149,-0.0129207,-0.193042,-2.42757,0.258885
3.0,0,-4,0.0,0.0,0.0,0.0689459,0.124519,0.101666,0.00841266,-0.0130745,-0.15399,-2.42425,0.258487
3.0,0,-3,0.0,0.0,0.0,0.0688308,0.125052,0.0761044,0.00631714,-0.0132022,-0.115258,-2.42166,0.25818
3.0,0,-2,0.0,0.0,0.0,0.0687426,0.125423,0.0506592,0.00419574,-0.0132899,-0.076741,-2.41982,0.257947
3.0,0,-1,0.0,0.0,0.0,0.0686613,0.12566,0.0253708,0.00209333,-0.013344,-0.0384815,-2.41867,0.257821
3.0,0,0,0.0,0.0,0.0,0.0680243,0.125757,0.000138489,3.27739e-05,-0.0133179,-0.000188189,-2.41826,0.257775
3.0,0,1,0.0,0.0,0.0,0.0687632,0.125688,-0.0250968,-0.0020242,-0.0133451,0.0381327,-2.41864,0.257826
3.0,0,2,0.0,0.0,0.0,0.0687743,0.125456,-0.0503829,-0.00412821,-0.0132909,0.0763716,-2.41979,0.257949
3.0,0,3,0.0,0.0,0.0,0.0688501,0.125101,-0.0758309,-0.00624878,-0.0132009,0.114897,-2.42165,0.258185
3.0,0,4,0.0,0.0,0.0,0.0690313,0.124588,-0.101403,-0.0083465,-0.0130724,0.153599,-2.42422,0.258495
3.0,0,5,0.0,0.0,0.0,0.0690507,0.123926,-0.127171,-0.0104455,-0.0129184,0.192698,-2.42753,0.258893
3.0,1,-6,0.0,0.0,0.0,0.072996,0.16896,0.152943,0.0124489,-0.0239515,-0.232059,-2.42516,0.263561
3.0,1,-5,0.0,0.0,0.0,0.0727828,0.169826,0.126992,0.0103729,-0.0241481,-0.192663,-2.42115,0.263119
3.0,1,-4,0.0,0.0,0.0,0.0725976,0.17053,0.101295,0.00830091,-0.0243093,-0.153685,-2.41781,0.262752
3.0,1,-3,0.0,0.0,0.0,0.0725039,0.171084,0.0758345,0.00623457,-0.0244366,-0.11503,-2.41519,0.262464
3.0,1,-2,0.0,0.0,0.0,0.0724137,0.171476,0.0505056,0.00416625,-0.0245283,-0.0766228,-2.4133,0.262253
3.0,1,-1,0.0,0.0,0.0,0.0723147,0.171725,0.0252962,0.00210497,-0.0245844,-0.0384065,-2.41214,0.262133
3.0,1,0,0.0,0.0,0.0,0.0719375,0.171814,0.000127994,3.1851e-05,-0.0245666,-0.000221478,-2.4118,0.262106
3.0,1,1,0.0,0.0,0.0,0.0723753,0.171739,-0.0250388,-0.00203881,-0.0245774,0.0379394,-2.41214,0.262136
3.0,1,2,0.0,0.0,0.0,0.0723846,0.171512,-0.0502453,-0.00410223,-0.0245268,0.0761372,-2.41329,0.262258
3.0,1,3,0.0,0.0,0.0,0.072432,0.17113,-0.0755774,-0.00617177,-0.0244375,0.114556,-2.41516,0.262471
3.0,1,4,0.0,0.0,0.0,0.072579,0.170595,-0.101046,-0.0082373,-0.0243055,0.153174,-2.41778,0.262762
3.0,1,5,0.0,0.0,0.0,0.0725777,0.169907,-0.126731,-0.0103061,-0.0241441,0.192219,-2.42111,0.263131
3.0,2,-6,0.0,0.0,0.0,0.076438,0.215272,0.152463,0.012305,-0.0352012,-0.231546,-2.41837,0.267581
3.0,2,-5,0.0,0.0,0.0,0.0762576,0.216183,0.126593,0.0102534,-0.0354042,-0.192252,-2.41432,0.267173
3.0,2,-4,0.0,0.0,0.0,0.0760221,0.216924,0.100979,0.00820412,-0.0355672,-0.153378,-2.41096,0.266832
3.0,2,-3,0.0,0.0,0.0,0.0760868,0.217482,0.075601,0.00615355,-0.0356877,-0.114854,-2.40829,0.266564
3.0,2,-2,0.0,0.0,0.0,0.0758624,0.217914,0.0503517,0.00412164,-0.0357912,-0.0764958,-2.40638,0.266371
3.0,2,-1,0.0,0.0,0.0,0.0758022,0.21816,0.0252057,0.00207672,-0.0358516,-0.0383704,-2.40522,0.266257
3.0,2,0,0.0,0.0,0.0,0.075425,0.218275,0.000126294,3.31631e-05,-0.0358406,-0.000255241,-2.40484,0.26622
3.0,2,1,0.0,0.0,0.0,0.0758461,0.21818,-0.0249601,-0.00201101,-0.0358475,0.0378618,-2.40522,0.26626
3.0,2,2,0.0,0.0,0.0,0.0758481,0.217951,-0.0501035,-0.00405831,-0.0357918,0.0759651,-2.40637,0.266376
3.0,2,3,0.0,0.0,0.0,0.0759038,0.217548,-0.0753439,-0.0060995,-0.0357023,0.114288,-2.40828,0.266573
3.0,2,4,0.0,0.0,0.0,0.0760415,0.216986,-0.100736,-0.00813921,-0.0355647,0.152841,-2.41092,0.266841
3.0,2,5,0.0,0.0,0.0,0.0760691,0.216259,-0.126345,-0.0101859,-0.0354014,0.191782,-2.41428,0.267184
3.0,3,-6,0.0,0.0,0.0,0.0801147,0.262045,0.152035,0.0121859,-0.0465146,-0.23119,-2.41121,0.271402
3.0,3,-5,0.0,0.0,0.0,0.0799143,0.262999,0.126236,0.0101525,-0.0467272,-0.191961,-2.40713,0.271023
3.0,3,-4,0.0,0.0,0.0,0.0796693,0.263773,0.100694,0.00812424,-0.046895,-0.153156,-2.40375,0.270709
3.0,3,-3,0.0,0.0,0.0,0.0797475,0.264359,0.0753888,0.00609607,-0.0470167,-0.114693,-2.40107,0.27046
3.0,3,-2,0.0,0.0,0.0,0.0795078,0.264802,0.0502016,0.00407751,-0.0471269,-0.0764049,-2.39914,0.270283
3.0,3,-1,0.0,0.0,0.0,0.0794506,0.265067,0.0251288,0.00205709,-0.0471891,-0.0383102,-2.39797,0.270176
3.0,3,0,0.0,0.0,0.0,0.0790699,0.265185,0.000115554,3.38987e-05,-0.0471806,-0.000263326,-2.39758,0.27014
3.0,3,1,0.0,0.0,0.0,0.0794549,0.265083,-0.0248988,-0.00199077,-0.0471852,0.0377626,-2.39796,0.270177
3.0,3,2,0.0,0.0,0.0,0.0794453,0.264835,-0.0499686,-0.00401421,-0.0471283,0.0758397,-2.39912,0.270287
3.0,3,3,0.0,0.0,0.0,0.0795038,0.264419,-0.075144,-0.00603787,-0.047033,0.114087,-2.40104,0.270467
3.0,3,4,0.0,0.0,0.0,0.0796082,0.263827,-0.10046,-0.0080564,-0.0468935,0.152583,-2.4037,0.270718
3.0,3,5,0.0,0.0,0.0,0.0796398,0.263062,-0.125998,-0.0100816,-0.0467245,0.19145,-2.40709,0.271034
3.0,4,-6,0.0,0.0,0.0,0.083949,0.309348,0.151665,0.0120892,-0.0579183,-0.230879,-2.40376,0.275012
3.0,4,-5,0.0,0.0,0.0,0.083628,0.310344,0.125924,0.0100692,-0.0581274,-0.19171,-2.39966,0.274659
3.0,4,-4,0.0,0.0,0.0,0.0834827,0.31116,0.10045,0.00806464,-0.0583136,-0.152947,-2.39625,0.274369
3.0,4,-3,0.0,0.0,0.0,0.0835001,0.31178,0.0751931,0.00604955,-0.0584519,-0.114542,-2.39356,0.274138
3.0,4,-2,0.0,0.0,0.0,0.0833692,0.312236,0.0500736,0.00404483,-0.0585552,-0.0763387,-2.39163,0.273974
3.0,4,-1,0.0,0.0,0.0,0.0832738,0.312514,0.025065,0.00204411,-0.0586197,-0.0382955,-2.39045,0.273874
3.0,4,0,0.0,0.0,0.0,0.0829182,0.31264,0.000110822,3.70117e-05,-0.0586106,-0.000309812,-2.39007,0.273843
3.0,4,1,0.0,0.0,0.0,0.0832884,0.312529,-0.0248432,-0.00197269,-0.0586149,0.0376753,-2.39044,0.273875
3.0,4,2,0.0,0.0,0.0,0.0832692,0.312269,-0.0498485,-0.00397684,-0.0585579,0.0757011,-2.3916,0.273979
3.0,4,3,0.0,0.0,0.0,0.0832895,0.311825,-0.074966,-0.00598324,-0.0584599,0.113905,-2.39353,0.274145
3.0,4,4,0.0,0.0,0.0,0.0834111,0.311206,-0.100234,-0.00798859,-0.0583167,0.152324,-2.39622,0.274379
3.0,4,5,0.0,0.0,0.0,0.0835311,0.310399,-0.125704,-0.00999588,-0.0581363,0.191127,-2.39961,0.274671
3.0,5,-6,0.0,0.0,0.0,0.0879215,0.35727,0.151353,0.0120103,-0.0694305,-0.230641,-2.39609,0.278402
3.0,5,-5,0.0,0.0,0.0,0.0877933,0.358327,0.125674,0.0100156,-0.0696498,-0.191549,-2.39197,0.278075
3.0,5,-4,0.0,0.0,0.0,0.0875666,0.359164,0.100242,0.00801805,-0.0698452,-0.152833,-2.38856,0.277805
3.0,5,-3,0.0,0.0,0.0,0.0874825,0.359817,0.0750297,0.00602207,-0.0699882,-0.11444,-2.38587,0.277593
3.0,5,-2,0.0,0.0,0.0,0.0873303,0.360275,0.049972,0.00402413,-0.0700898,-0.0762409,-2.38392,0.277438
3.0,5,-1,0.0,0.0,0.0,0.0872186,0.360574,0.0250135,0.00203495,-0.0701602,-0.0382546,-2.38276,0.277347
3.0,5,0,0.0,0.0,0.0,0.0868528,0.360702,0.000106345,3.82306e-05,-0.0701489,-0.000307065,-2.38237,0.277318
3.0,5,1,0.0,0.0,0.0,0.087291,0.360596,-0.0247924,-0.00195766,-0.0701577,0.0375964,-2.38275,0.277349
3.0,5,2,0.0,0.0,0.0,0.0872106,0.360314,-0.0497559,-0.00395134,-0.0700986,0.0755862,-2.38391,0.277444
3.0,5,3,0.0,0.0,0.0,0.0872427,0.359847,-0.0748169,-0.00594372,-0.0699972,0.113748,-2.38585,0.2776
3.0,5,4,0.0,0.0,0.0,0.0873642,0.359189,-0.100026,-0.00793301,-0.0698518,0.152129,-2.38853,0.277814
3.0,5,5,0.0,0.0,0.0,0.0874617,0.358353,-0.12546,-0.00992975,-0.069662,0.190869,-2.39193,0.278085
3.0,6,-6,0.0,0.0,0.0,0.0920752,0.405865,0.151108,0.0119576,-0.0810779,-0.2304,-2.38827,0.281567
3.0,6,-5,0.0,0.0,0.0,0.0918466,0.406964,0.125468,0.00996968,-0.0813069,-0.191322,-2.38415,0.281263
3.0,6,-4,0.0,0.0,0.0,0.0916564,0.407838,0.100068,0.00797262,-0.0815126,-0.152667,-2.38074,0.281012
3.0,6,-3,0.0,0.0,0.0,0.0916,0.408533,0.0749038,0.00599297,-0.0816619,-0.114316,-2.37805,0.280814
3.0,6,-2,0.0,0.0,0.0,0.0916379,0.409018,0.0498934,0.00400448,-0.0817602,-0.0762348,-2.3761,0.280671
3.0,6,-1,0.0,0.0,0.0,0.0914831,0.409341,0.0249587,0.00203567,-0.0818395,-0.0382464,-2.37491,0.280582
3.0,6,0,0.0,0.0,0.0,0.0911846,0.409467,0.00010097,5.06043e-05,-0.0818234,-0.000331205,-2.37453,0.280559
3.0,6,1,0.0,0.0,0.0,0.0914972,0.40936,-0.024749,-0.00194498,-0.0818397,0.0375171,-2.37491,0.280584
3.0,6,2,0.0,0.0,0.0,0.0913816,0.409054,-0.0496783,-0.00392644,-0.0817777,0.0755036,-2.37607,0.280675
